0	 62.00 	 200.00 	1
62	 62.00 	 200.00 	1
124	 62.00 	 200.00 	1
186	 62.00 	 200.00 	1
248	 62.00 	 200.00 	1
310	 62.00 	 200.00 	1
372	 62.00 	 200.00 	1
434	 62.00 	 200.00 	1
496	 62.00 	 200.00 	1
558	 62.00 	 200.00 	1
620	 62.00 	 200.00 	1
682	 62.00 	 200.00 	1
744	 62.00 	 200.00 	1
806	 62.00 	 200.00 	1
868	 62.00 	 200.00 	1
930	 62.00 	 200.00 	1
992	 62.00 	 200.00 	1
1054	 62.00 	 200.00 	1
1116	 62.00 	 200.00 	1
1178	 62.00 	 200.00 	1
1240	 62.00 	 200.00 	1
1302	 62.00 	 200.00 	1
1364	 62.00 	 200.00 	1
1426	 62.00 	 200.00 	1
1488	 62.00 	 200.00 	1
1550	 62.00 	 200.00 	1
1612	 62.00 	 200.00 	1
1674	 62.00 	 200.00 	1
1736	 62.00 	 200.00 	1
1798	 62.00 	 200.00 	1
1860	 62.00 	 200.00 	1
1922	 62.00 	 200.00 	1
1984	 62.00 	 200.00 	1
2046	 62.00 	 200.00 	2
2108	 62.00 	 200.00 	2
2170	 62.00 	 200.00 	2
2232	 62.00 	 200.00 	2
2294	 62.00 	 200.00 	2
2356	 62.00 	 200.00 	2
2418	 62.00 	 200.00 	2
2480	 62.00 	 200.00 	2
2542	 62.00 	 200.00 	2
2604	 62.00 	 200.00 	2
2666	 62.00 	 200.00 	2
2728	 62.00 	 200.00 	2
2790	 62.00 	 200.00 	2
2852	 62.00 	 200.00 	2
2914	 62.00 	 200.00 	2
2976	 62.00 	 200.00 	2
3038	 62.00 	 200.00 	2
3100	 62.00 	 200.00 	2
3162	 62.00 	 200.00 	2
3224	 62.00 	 200.00 	2
3286	 62.00 	 200.00 	2
3348	 62.00 	 200.00 	2
3410	 62.00 	 200.00 	2
3472	 62.00 	 200.00 	2
3534	 62.00 	 200.00 	2
3596	 62.00 	 200.00 	2
3658	 62.00 	 200.00 	2
3720	 62.00 	 200.00 	2
3782	 62.00 	 200.00 	2
3844	 62.00 	 200.00 	2
3906	 62.00 	 200.00 	2
3968	 62.00 	 200.00 	2
4030	 62.00 	 200.00 	2
4092	 62.00 	 200.00 	3
4154	 62.00 	 200.00 	3
4216	 62.00 	 200.00 	3
4278	 62.00 	 200.00 	3
4340	 62.00 	 200.00 	3
4402	 62.00 	 200.00 	3
4464	 62.00 	 200.00 	3
4526	 62.00 	 200.00 	3
4588	 62.00 	 200.00 	3
4650	 62.00 	 200.00 	3
4712	 62.00 	 200.00 	3
4774	 62.00 	 200.00 	3
4836	 62.00 	 200.00 	3
4898	 62.00 	 200.00 	3
4960	 62.00 	 200.00 	3
5022	 62.00 	 200.00 	3
5084	 62.00 	 200.00 	3
5146	 62.00 	 200.00 	3
5208	 62.00 	 200.00 	3
5270	 62.00 	 200.00 	3
5332	 62.00 	 200.00 	3
5394	 62.00 	 200.00 	3
5456	 62.00 	 200.00 	3
5518	 62.00 	 200.00 	3
5580	 62.00 	 200.00 	3
5642	 62.00 	 200.00 	3
5704	 62.00 	 200.00 	3
5766	 62.00 	 200.00 	3
5828	 62.00 	 200.00 	3
5890	 62.00 	 200.00 	3
5952	 62.00 	 200.00 	3
6014	 62.00 	 200.00 	3
6076	 62.00 	 200.00 	3
6138	 62.00 	 200.00 	4
6200	 62.00 	 200.00 	4
6262	 62.00 	 200.00 	4
6324	 62.00 	 200.00 	4
6386	 62.00 	 200.00 	4
6448	 62.00 	 200.00 	4
6510	 62.00 	 200.00 	4
6572	 62.00 	 200.00 	4
6634	 62.00 	 200.00 	4
6696	 62.00 	 200.00 	4
6758	 62.00 	 200.00 	4
6820	 62.00 	 200.00 	4
6882	 62.00 	 200.00 	4
6944	 62.00 	 200.00 	4
7006	 62.00 	 200.00 	4
7068	 62.00 	 200.00 	4
7130	 62.00 	 200.00 	4
7192	 62.00 	 200.00 	4
7254	 62.00 	 200.00 	4
7316	 62.00 	 200.00 	4
7378	 62.00 	 200.00 	4
7440	 62.00 	 200.00 	4
7502	 62.00 	 200.00 	4
7564	 62.00 	 200.00 	4
7626	 62.00 	 200.00 	4
7688	 62.00 	 200.00 	4
7750	 62.00 	 200.00 	4
7812	 62.00 	 200.00 	4
7874	 62.00 	 200.00 	4
7936	 62.00 	 200.00 	4
7998	 62.00 	 200.00 	4
8060	 62.00 	 200.00 	4
8122	 62.00 	 200.00 	4
8184	 62.00 	 200.00 	4
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
